Fecha,Equipo Local,Jugador Local,Equipo Vista,Jugador Visita,Resultado Local,Resultado Visita,Estado
19/03/2023 23:45,Inter Milan,Cantona,SSC Napoli,Danny,2,3,ENDED
19/03/2023 23:45,AC Milan,Nasmi,Roma,Mad,3,6,ENDED
19/03/2023 23:30,Lazio,Mars,Roma,Mad,3,0,ENDED
19/03/2023 23:30,AC Milan,Nasmi,Inter Milan,Cantona,2,6,ENDED
19/03/2023 23:15,SSC Napoli,Danny,Roma,Mad,2,3,ENDED
19/03/2023 23:15,AC Milan,Nasmi,Lazio,Mars,2,4,ENDED
19/03/2023 23:00,Roma,Mad,Inter Milan,Cantona,3,0,ENDED
19/03/2023 23:00,SSC Napoli,Danny,Lazio,Mars,1,2,ENDED
19/03/2023 22:30,Bayern München,Lio,Inter Milan,aibothard,4,0,ENDED
19/03/2023 22:30,Chelsea,JohnyBeGood,Benfica Lisbon,Nero,3,2,ENDED
19/03/2023 22:15,Chelsea,JohnyBeGood,Inter Milan,aibothard,3,1,ENDED
19/03/2023 22:15,Manchester City,Brand,Benfica Lisbon,Nero,0,7,ENDED
19/03/2023 22:00,Manchester City,Brand,Bayern München,Lio,2,4,ENDED
19/03/2023 22:00,Inter Milan,aibothard,Benfica Lisbon,Nero,1,4,ENDED
19/03/2023 21:45,Manchester City,Brand,Chelsea,JohnyBeGood,2,2,ENDED
19/03/2023 21:45,Bayern München,Lio,Benfica Lisbon,Nero,1,2,ENDED
19/03/2023 21:30,Inter Milan,aibothard,Manchester City,Brand,2,5,ENDED
19/03/2023 21:30,Bayern München,Lio,Chelsea,JohnyBeGood,4,3,ENDED
19/03/2023 21:15,Inter Milan,aibothard,Bayern München,Lio,2,4,ENDED
19/03/2023 21:15,Benfica Lisbon,Nero,Chelsea,JohnyBeGood,5,3,ENDED
19/03/2023 21:00,Inter Milan,aibothard,Chelsea,JohnyBeGood,2,2,ENDED
19/03/2023 21:00,Benfica Lisbon,Nero,Manchester City,Brand,3,1,ENDED
19/03/2023 20:45,Bayern München,Lio,Manchester City,Brand,3,1,ENDED
19/03/2023 20:45,Benfica Lisbon,Nero,Inter Milan,aibothard,4,2,ENDED
19/03/2023 20:30,Chelsea,JohnyBeGood,Manchester City,Brand,2,3,ENDED
19/03/2023 20:30,Benfica Lisbon,Nero,Bayern München,Lio,1,2,ENDED
19/03/2023 20:15,Manchester City,Brand,Inter Milan,aibothard,2,2,ENDED
19/03/2023 20:15,Chelsea,JohnyBeGood,Bayern München,Lio,3,2,ENDED
19/03/2023 20:00,Manchester United,Lio,Fenerbahce Istanbul,aibothard,3,3,ENDED
19/03/2023 20:00,S.C Freiburg,JohnyBeGood,Juventus Turin,Nero,2,4,ENDED
19/03/2023 19:45,S.C Freiburg,JohnyBeGood,Fenerbahce Istanbul,aibothard,3,1,ENDED
19/03/2023 19:45,Real Sociedad,Brand,Juventus Turin,Nero,2,1,ENDED
19/03/2023 19:30,Real Sociedad,Brand,Manchester United,Lio,1,4,ENDED
19/03/2023 19:30,Fenerbahce Istanbul,aibothard,Juventus Turin,Nero,1,4,ENDED
19/03/2023 19:15,Real Sociedad,Brand,S.C Freiburg,JohnyBeGood,2,1,ENDED
19/03/2023 19:15,Manchester United,Lio,Juventus Turin,Nero,5,3,ENDED
19/03/2023 19:00,Fenerbahce Istanbul,aibothard,Real Sociedad,Brand,0,2,ENDED
19/03/2023 19:00,Manchester United,Lio,S.C Freiburg,JohnyBeGood,2,1,ENDED
19/03/2023 18:30,Fenerbahce Istanbul,aibothard,Manchester United,Lio,1,2,ENDED
19/03/2023 18:30,Juventus Turin,Nero,S.C Freiburg,JohnyBeGood,2,4,ENDED
19/03/2023 18:15,Fenerbahce Istanbul,aibothard,S.C Freiburg,JohnyBeGood,1,3,ENDED
19/03/2023 18:15,Juventus Turin,Nero,Real Sociedad,Brand,7,1,ENDED
19/03/2023 18:00,Manchester United,Lio,Real Sociedad,Brand,5,4,ENDED
19/03/2023 18:00,Juventus Turin,Nero,Fenerbahce Istanbul,aibothard,2,3,ENDED
19/03/2023 17:45,S.C Freiburg,JohnyBeGood,Real Sociedad,Brand,5,1,ENDED
19/03/2023 17:45,Juventus Turin,Nero,Manchester United,Lio,3,3,ENDED
19/03/2023 17:30,Real Sociedad,Brand,Fenerbahce Istanbul,aibothard,3,4,ENDED
19/03/2023 17:30,S.C Freiburg,JohnyBeGood,Manchester United,Lio,3,2,ENDED
19/03/2023 17:15,Leipzig,Lio,Borussia Dortmund,aibothard,4,2,ENDED
19/03/2023 17:15,Union Berlin,JohnyBeGood,S.C Freiburg,Nero,0,4,ENDED
19/03/2023 17:00,Union Berlin,JohnyBeGood,Borussia Dortmund,aibothard,2,3,ENDED
19/03/2023 17:00,Bayern München,Brand,S.C Freiburg,Nero,1,7,ENDED
19/03/2023 16:45,Bayern München,Brand,Leipzig,Lio,2,2,ENDED
19/03/2023 16:45,Borussia Dortmund,aibothard,S.C Freiburg,Nero,4,5,ENDED
19/03/2023 16:30,Bayern München,Brand,Union Berlin,JohnyBeGood,5,2,ENDED
19/03/2023 16:30,Leipzig,Lio,S.C Freiburg,Nero,0,3,ENDED
19/03/2023 16:15,Borussia Dortmund,aibothard,Bayern München,Brand,2,1,ENDED
19/03/2023 16:15,Leipzig,Lio,Union Berlin,JohnyBeGood,5,4,ENDED
19/03/2023 16:00,Borussia Dortmund,aibothard,Leipzig,Lio,1,3,ENDED
19/03/2023 16:00,S.C Freiburg,Nero,Union Berlin,JohnyBeGood,3,1,ENDED
19/03/2023 15:45,Borussia Dortmund,aibothard,Union Berlin,JohnyBeGood,2,2,ENDED
19/03/2023 15:45,S.C Freiburg,Nero,Bayern München,Brand,5,1,ENDED
19/03/2023 15:30,Leipzig,Lio,Bayern München,Brand,5,4,ENDED
19/03/2023 15:30,S.C Freiburg,Nero,Borussia Dortmund,aibothard,2,4,ENDED
19/03/2023 15:15,Union Berlin,JohnyBeGood,Bayern München,Brand,3,2,ENDED
19/03/2023 15:15,S.C Freiburg,Nero,Leipzig,Lio,2,2,ENDED
19/03/2023 15:00,Bayern München,Brand,Borussia Dortmund,aibothard,4,4,ENDED
19/03/2023 15:00,Union Berlin,JohnyBeGood,Leipzig,Lio,1,2,ENDED
19/03/2023 14:30,FC Barcelona,Spex,Real Sociedad,tommy,3,5,ENDED
19/03/2023 14:30,Real Betis,Carnage,Real Madrid,General,3,4,ENDED
19/03/2023 14:15,Real Betis,Carnage,Real Sociedad,tommy,1,2,ENDED
19/03/2023 14:15,Atletico Madrid,val,Real Madrid,General,2,1,ENDED
19/03/2023 14:00,Atletico Madrid,val,FC Barcelona,Spex,2,1,ENDED
19/03/2023 14:00,Real Sociedad,tommy,Real Madrid,General,4,2,ENDED
19/03/2023 13:45,Atletico Madrid,val,Real Betis,Carnage,2,4,ENDED
19/03/2023 13:45,FC Barcelona,Spex,Real Madrid,General,4,2,ENDED
19/03/2023 13:30,Real Sociedad,tommy,Atletico Madrid,val,5,3,ENDED
19/03/2023 13:30,FC Barcelona,Spex,Real Betis,Carnage,6,3,ENDED
19/03/2023 13:15,Real Sociedad,tommy,FC Barcelona,Spex,1,2,ENDED
19/03/2023 13:15,Real Madrid,General,Real Betis,Carnage,2,2,ENDED
19/03/2023 13:00,Real Sociedad,tommy,Real Betis,Carnage,3,4,ENDED
19/03/2023 13:00,Real Madrid,General,Atletico Madrid,val,4,1,ENDED
19/03/2023 12:45,FC Barcelona,Spex,Atletico Madrid,val,2,1,ENDED
19/03/2023 12:45,Real Madrid,General,Real Sociedad,tommy,1,1,ENDED
19/03/2023 12:30,Real Betis,Carnage,Atletico Madrid,val,5,5,ENDED
19/03/2023 12:30,Real Madrid,General,FC Barcelona,Spex,1,1,ENDED
19/03/2023 12:15,Atletico Madrid,val,Real Sociedad,tommy,4,2,ENDED
19/03/2023 12:15,Real Betis,Carnage,FC Barcelona,Spex,4,4,ENDED
19/03/2023 12:00,Arsenal,Spex,Manchester City,tommy,3,4,ENDED
19/03/2023 12:00,Newcastle Utd,Carnage,Manchester United,General,5,2,ENDED
19/03/2023 11:45,Newcastle Utd,Carnage,Manchester City,tommy,5,3,ENDED
19/03/2023 11:45,Tottenham,val,Manchester United,General,3,0,ENDED
19/03/2023 11:30,Tottenham,val,Arsenal,Spex,1,1,ENDED
19/03/2023 11:30,Manchester City,tommy,Manchester United,General,4,2,ENDED
19/03/2023 11:15,Tottenham,val,Newcastle Utd,Carnage,2,1,ENDED
19/03/2023 11:15,Arsenal,Spex,Manchester United,General,4,2,ENDED
19/03/2023 11:00,Manchester City,tommy,Tottenham,val,1,2,ENDED
19/03/2023 11:00,Arsenal,Spex,Newcastle Utd,Carnage,2,1,ENDED
19/03/2023 10:30,Manchester City,tommy,Arsenal,Spex,3,2,ENDED
19/03/2023 10:30,Manchester United,General,Newcastle Utd,Carnage,2,5,ENDED
19/03/2023 10:15,Manchester City,tommy,Newcastle Utd,Carnage,2,2,ENDED
19/03/2023 10:15,Manchester United,General,Tottenham,val,4,4,ENDED
19/03/2023 10:00,Arsenal,Spex,Tottenham,val,2,0,ENDED
19/03/2023 10:00,Manchester United,General,Manchester City,tommy,2,4,ENDED
19/03/2023 09:45,Newcastle Utd,Carnage,Tottenham,val,1,1,ENDED
19/03/2023 09:45,Manchester United,General,Arsenal,Spex,0,3,ENDED
19/03/2023 09:30,Tottenham,val,Manchester City,tommy,1,3,ENDED
19/03/2023 09:30,Newcastle Utd,Carnage,Arsenal,Spex,2,2,ENDED
