Fecha,Equipo Local,Jugador Local,Equipo Vista,Jugador Visita,Resultado Local,Resultado Visita,Estado
20/03/2023 23:45,Fenerbahce Istanbul,Krouks,S.C Freiburg,billiot,1,3,ENDED
20/03/2023 23:45,Juventus Turin,Pipis,Real Sociedad,Nio,4,3,ENDED
20/03/2023 23:30,Manchester United,Cliff,Real Sociedad,Nio,0,5,ENDED
20/03/2023 23:30,Juventus Turin,Pipis,Fenerbahce Istanbul,Krouks,2,4,ENDED
20/03/2023 23:15,S.C Freiburg,billiot,Real Sociedad,Nio,3,2,ENDED
20/03/2023 23:15,Juventus Turin,Pipis,Manchester United,Cliff,3,2,ENDED
20/03/2023 23:00,Real Sociedad,Nio,Fenerbahce Istanbul,Krouks,2,3,ENDED
20/03/2023 23:00,S.C Freiburg,billiot,Manchester United,Cliff,0,0,ENDED
20/03/2023 22:30,Bayern München,Lio,Inter Milan,aibothard,4,2,ENDED
20/03/2023 22:30,Chelsea,JohnyBeGood,Benfica Lisbon,Nero,4,5,ENDED
20/03/2023 22:15,Chelsea,JohnyBeGood,Inter Milan,aibothard,2,1,ENDED
20/03/2023 22:15,Manchester City,Brand,Benfica Lisbon,Nero,4,2,ENDED
20/03/2023 22:00,Manchester City,Brand,Bayern München,Lio,2,4,ENDED
20/03/2023 22:00,Inter Milan,aibothard,Benfica Lisbon,Nero,1,2,ENDED
20/03/2023 21:45,Manchester City,Brand,Chelsea,JohnyBeGood,4,5,ENDED
20/03/2023 21:45,Bayern München,Lio,Benfica Lisbon,Nero,2,3,ENDED
20/03/2023 21:30,Inter Milan,aibothard,Manchester City,Brand,2,1,ENDED
20/03/2023 21:30,Bayern München,Lio,Chelsea,JohnyBeGood,6,1,ENDED
20/03/2023 21:15,Inter Milan,aibothard,Bayern München,Lio,2,3,ENDED
20/03/2023 21:15,Benfica Lisbon,Nero,Chelsea,JohnyBeGood,4,3,ENDED
20/03/2023 21:00,Inter Milan,aibothard,Chelsea,JohnyBeGood,1,0,ENDED
20/03/2023 21:00,Benfica Lisbon,Nero,Manchester City,Brand,5,5,ENDED
20/03/2023 20:45,Bayern München,Lio,Manchester City,Brand,5,4,ENDED
20/03/2023 20:45,Benfica Lisbon,Nero,Inter Milan,aibothard,3,2,ENDED
20/03/2023 20:30,Chelsea,JohnyBeGood,Manchester City,Brand,2,3,ENDED
20/03/2023 20:30,Benfica Lisbon,Nero,Bayern München,Lio,0,7,ENDED
20/03/2023 20:15,Manchester City,Brand,Inter Milan,aibothard,2,2,ENDED
20/03/2023 20:15,Chelsea,JohnyBeGood,Bayern München,Lio,0,3,ENDED
20/03/2023 20:00,Manchester United,Lio,Fenerbahce Istanbul,aibothard,2,0,ENDED
20/03/2023 20:00,S.C Freiburg,JohnyBeGood,Juventus Turin,Nero,2,2,ENDED
20/03/2023 19:45,S.C Freiburg,JohnyBeGood,Fenerbahce Istanbul,aibothard,2,0,ENDED
20/03/2023 19:45,Real Sociedad,Brand,Juventus Turin,Nero,0,3,ENDED
20/03/2023 19:30,Real Sociedad,Brand,Manchester United,Lio,4,3,ENDED
