Fecha,Equipo Local,Jugador Local,Equipo Vista,Jugador Visita,Resultado Local,Resultado Visita,Estado
02/06/2023 23:45,Bayern München,Nero,Inter Milan,Carnage,2,3,ENDED
02/06/2023 23:45,PSG,tommy,Manchester City,Lio,0,1,ENDED
02/06/2023 23:30,Bayern München,Nero,Real Madrid,Rafa,1,1,ENDED
02/06/2023 23:30,Inter Milan,Carnage,Manchester City,Lio,3,4,ENDED
02/06/2023 23:15,PSG,tommy,Bayern München,Nero,2,1,ENDED
02/06/2023 23:15,Inter Milan,Carnage,Real Madrid,Rafa,2,2,ENDED
02/06/2023 23:00,PSG,tommy,Inter Milan,Carnage,4,5,ENDED
02/06/2023 23:00,Manchester City,Lio,Real Madrid,Rafa,0,3,ENDED
02/06/2023 22:45,PSG,tommy,Real Madrid,Rafa,3,2,ENDED
02/06/2023 22:45,Manchester City,Lio,Bayern München,Nero,4,1,ENDED
02/06/2023 22:30,Inter Milan,Carnage,Bayern München,Nero,2,2,ENDED
02/06/2023 22:30,Manchester City,Lio,PSG,tommy,3,3,ENDED
02/06/2023 22:15,Real Madrid,Rafa,Bayern München,Nero,1,1,ENDED
02/06/2023 22:15,Manchester City,Lio,Inter Milan,Carnage,1,3,ENDED
02/06/2023 22:00,Bayern München,Nero,PSG,tommy,1,3,ENDED
02/06/2023 22:00,Real Madrid,Rafa,Inter Milan,Carnage,2,1,ENDED
02/06/2023 21:30,Lazio,Gorilla,Inter Milan,aibothard,2,2,ENDED
02/06/2023 21:30,SSC Napoli,General,Juventus Turin,Spencer,2,4,ENDED
02/06/2023 21:15,SSC Napoli,General,Inter Milan,aibothard,0,1,ENDED
02/06/2023 21:15,AC Milan,Pipis,Juventus Turin,Spencer,5,4,ENDED
02/06/2023 21:00,AC Milan,Pipis,Lazio,Gorilla,2,2,ENDED
02/06/2023 21:00,Inter Milan,aibothard,Juventus Turin,Spencer,2,3,ENDED
02/06/2023 20:45,AC Milan,Pipis,SSC Napoli,General,2,3,ENDED
02/06/2023 20:45,Lazio,Gorilla,Juventus Turin,Spencer,3,1,ENDED
02/06/2023 20:30,Inter Milan,aibothard,AC Milan,Pipis,3,1,ENDED
02/06/2023 20:30,Lazio,Gorilla,SSC Napoli,General,1,1,ENDED
02/06/2023 20:15,Inter Milan,aibothard,Lazio,Gorilla,2,3,ENDED
02/06/2023 20:15,Juventus Turin,Spencer,SSC Napoli,General,2,5,ENDED
02/06/2023 20:00,Inter Milan,aibothard,SSC Napoli,General,3,3,ENDED
02/06/2023 20:00,Juventus Turin,Spencer,AC Milan,Pipis,4,4,ENDED
02/06/2023 19:45,Lazio,Gorilla,AC Milan,Pipis,5,3,ENDED
