Fecha,Equipo Local,Jugador Local,Equipo Vista,Jugador Visita,Resultado Local,Resultado Visita,Estado
27/02/2023 23:45,SSC Napoli,aibothard,Chelsea,General,3,1,ENDED
27/02/2023 23:45,Tottenham,Danny,FC Porto,Gorilla,4,2,ENDED
27/02/2023 23:30,Borussia Dortmund,Tyson,FC Porto,Gorilla,5,2,ENDED
27/02/2023 23:30,Tottenham,Danny,SSC Napoli,aibothard,3,1,ENDED
27/02/2023 23:15,Chelsea,General,FC Porto,Gorilla,3,3,ENDED
27/02/2023 23:15,Tottenham,Danny,Borussia Dortmund,Tyson,2,2,ENDED
27/02/2023 23:00,FC Porto,Gorilla,SSC Napoli,aibothard,1,3,ENDED
27/02/2023 23:00,Chelsea,General,Borussia Dortmund,Tyson,3,3,ENDED
27/02/2023 22:30,OGC Nice,Nero,West Ham,Nasmi,6,1,ENDED
27/02/2023 22:30,Villarreal,Nio,Trabzonspor,Ray,2,2,ENDED
27/02/2023 22:15,Villarreal,Nio,West Ham,Nasmi,2,2,ENDED
27/02/2023 22:15,Fiorentina,Mad,Trabzonspor,Ray,3,2,ENDED
27/02/2023 22:00,Fiorentina,Mad,OGC Nice,Nero,4,7,ENDED
27/02/2023 22:00,West Ham,Nasmi,Trabzonspor,Ray,2,2,ENDED
27/02/2023 21:45,Fiorentina,Mad,Villarreal,Nio,6,5,ENDED
27/02/2023 21:45,OGC Nice,Nero,Trabzonspor,Ray,6,3,ENDED
27/02/2023 21:30,West Ham,Nasmi,Fiorentina,Mad,2,5,ENDED
27/02/2023 21:30,OGC Nice,Nero,Villarreal,Nio,2,3,ENDED
27/02/2023 21:15,West Ham,Nasmi,OGC Nice,Nero,2,3,ENDED
27/02/2023 21:15,Trabzonspor,Ray,Villarreal,Nio,2,1,ENDED
27/02/2023 21:00,West Ham,Nasmi,Villarreal,Nio,1,4,ENDED
27/02/2023 21:00,Trabzonspor,Ray,Fiorentina,Mad,2,4,ENDED
27/02/2023 20:45,OGC Nice,Nero,Fiorentina,Mad,3,3,ENDED
27/02/2023 20:45,Trabzonspor,Ray,West Ham,Nasmi,1,2,ENDED
27/02/2023 20:30,Villarreal,Nio,Fiorentina,Mad,2,2,ENDED
27/02/2023 20:30,Trabzonspor,Ray,OGC Nice,Nero,1,2,ENDED
