Fecha,Equipo Local,Jugador Local,Equipo Vista,Jugador Visita,Resultado Local,Resultado Visita,Estado
18/11/2022 23:45,Benfica Lisbon,Pipis,FC Barcelona,Nero,3,1,ENDED
18/11/2022 23:45,SSC Napoli,aibothard,Liverpool,JohnyBeGood,1,1,ENDED
18/11/2022 23:30,Borussia Dortmund,Gorilla,Liverpool,JohnyBeGood,3,2,ENDED
18/11/2022 23:30,SSC Napoli,aibothard,Benfica Lisbon,Pipis,2,1,ENDED
18/11/2022 23:15,FC Barcelona,Nero,Liverpool,JohnyBeGood,2,3,ENDED
18/11/2022 23:15,SSC Napoli,aibothard,Borussia Dortmund,Gorilla,0,1,ENDED
18/11/2022 23:00,Liverpool,JohnyBeGood,Benfica Lisbon,Pipis,2,3,ENDED
18/11/2022 23:00,FC Barcelona,Nero,Borussia Dortmund,Gorilla,1,2,ENDED
18/11/2022 22:15,Sevilla,Nazario,Leipzig,Carnage,1,1,ENDED
18/11/2022 22:15,FC Porto,Mars,Tottenham,Nasmi,2,1,ENDED
18/11/2022 22:00,FC Porto,Mars,Leipzig,Carnage,0,1,ENDED
18/11/2022 22:00,Inter Milan,Cliff,Tottenham,Nasmi,0,1,ENDED
18/11/2022 21:45,Inter Milan,Cliff,Sevilla,Nazario,2,2,ENDED
18/11/2022 21:45,Leipzig,Carnage,Tottenham,Nasmi,5,1,ENDED
18/11/2022 21:30,Inter Milan,Cliff,FC Porto,Mars,1,3,ENDED
18/11/2022 21:30,Sevilla,Nazario,Tottenham,Nasmi,2,1,ENDED
18/11/2022 21:15,Leipzig,Carnage,Inter Milan,Cliff,2,1,ENDED
18/11/2022 21:15,Sevilla,Nazario,FC Porto,Mars,1,0,ENDED
18/11/2022 21:00,Leipzig,Carnage,Sevilla,Nazario,2,1,ENDED
18/11/2022 21:00,Tottenham,Nasmi,FC Porto,Mars,3,2,ENDED
18/11/2022 20:45,Leipzig,Carnage,FC Porto,Mars,1,2,ENDED
18/11/2022 20:45,Tottenham,Nasmi,Inter Milan,Cliff,0,1,ENDED
18/11/2022 20:30,Sevilla,Nazario,Inter Milan,Cliff,3,3,ENDED
18/11/2022 20:30,Tottenham,Nasmi,Leipzig,Carnage,3,2,ENDED
18/11/2022 20:15,FC Porto,Mars,Inter Milan,Cliff,0,2,ENDED
18/11/2022 20:15,Tottenham,Nasmi,Sevilla,Nazario,2,2,ENDED
18/11/2022 20:00,Inter Milan,Cliff,Leipzig,Carnage,2,3,ENDED
18/11/2022 20:00,FC Porto,Mars,Sevilla,Nazario,0,3,ENDED
18/11/2022 19:45,Union Berlin,Nazario,Bayern München,Carnage,3,4,ENDED
18/11/2022 19:45,Leipzig,Mars,Eintracht Frankfurt,Nasmi,0,0,ENDED
18/11/2022 19:30,Leipzig,Mars,Bayern München,Carnage,1,1,ENDED
18/11/2022 19:30,Borussia Dortmund,Cliff,Eintracht Frankfurt,Nasmi,5,3,ENDED
18/11/2022 19:15,Borussia Dortmund,Cliff,Union Berlin,Nazario,3,4,ENDED
18/11/2022 19:15,Bayern München,Carnage,Eintracht Frankfurt,Nasmi,3,0,ENDED
18/11/2022 19:00,Borussia Dortmund,Cliff,Leipzig,Mars,1,0,ENDED
18/11/2022 19:00,Union Berlin,Nazario,Eintracht Frankfurt,Nasmi,4,1,ENDED
18/11/2022 18:45,Bayern München,Carnage,Borussia Dortmund,Cliff,0,0,ENDED
18/11/2022 18:45,Union Berlin,Nazario,Leipzig,Mars,4,3,ENDED
18/11/2022 18:30,Bayern München,Carnage,Union Berlin,Nazario,1,1,ENDED
