Fecha,Equipo Local,Jugador Local,Equipo Vista,Jugador Visita,Resultado Local,Resultado Visita,Estado
21/01/2023 23:45,S.C Freiburg,Cliff,FC Barcelona,Nio,1,2,ENDED
21/01/2023 23:45,Manchester United,Nazario,Juventus Turin,Nasmi,2,1,ENDED
21/01/2023 23:30,Ajax Amsterdam,Mars,Juventus Turin,Nasmi,2,2,ENDED
21/01/2023 23:30,Manchester United,Nazario,S.C Freiburg,Cliff,2,0,ENDED
21/01/2023 23:15,FC Barcelona,Nio,Juventus Turin,Nasmi,2,0,ENDED
21/01/2023 23:15,Manchester United,Nazario,Ajax Amsterdam,Mars,3,0,ENDED
21/01/2023 23:00,Juventus Turin,Nasmi,S.C Freiburg,Cliff,1,1,ENDED
21/01/2023 23:00,FC Barcelona,Nio,Ajax Amsterdam,Mars,2,3,ENDED
21/01/2023 22:30,Leverkusen,Votepeace,Sevilla,Mad,3,4,ENDED
21/01/2023 22:30,Fenerbahce Istanbul,JohnyBeGood,Roma,Danny,5,2,ENDED
21/01/2023 22:15,Fenerbahce Istanbul,JohnyBeGood,Sevilla,Mad,2,1,ENDED
21/01/2023 22:15,Arsenal,billiot,Roma,Danny,4,2,ENDED
21/01/2023 22:00,Arsenal,billiot,Leverkusen,Votepeace,2,0,ENDED
21/01/2023 22:00,Sevilla,Mad,Roma,Danny,2,3,ENDED
21/01/2023 21:45,Arsenal,billiot,Fenerbahce Istanbul,JohnyBeGood,2,1,ENDED
21/01/2023 21:45,Leverkusen,Votepeace,Roma,Danny,1,2,ENDED
21/01/2023 21:30,Sevilla,Mad,Arsenal,billiot,2,2,ENDED
21/01/2023 21:30,Leverkusen,Votepeace,Fenerbahce Istanbul,JohnyBeGood,3,5,ENDED
21/01/2023 21:15,Sevilla,Mad,Leverkusen,Votepeace,3,4,ENDED
21/01/2023 21:15,Roma,Danny,Fenerbahce Istanbul,JohnyBeGood,3,1,ENDED
21/01/2023 21:00,Sevilla,Mad,Fenerbahce Istanbul,JohnyBeGood,2,1,ENDED
21/01/2023 21:00,Roma,Danny,Arsenal,billiot,4,2,ENDED
21/01/2023 20:45,Leverkusen,Votepeace,Arsenal,billiot,4,3,ENDED
21/01/2023 20:45,Roma,Danny,Sevilla,Mad,3,1,ENDED
21/01/2023 20:30,Fenerbahce Istanbul,JohnyBeGood,Arsenal,billiot,1,1,ENDED
21/01/2023 20:30,Roma,Danny,Leverkusen,Votepeace,3,1,ENDED
21/01/2023 20:15,Arsenal,billiot,Sevilla,Mad,3,1,ENDED
21/01/2023 20:15,Fenerbahce Istanbul,JohnyBeGood,Leverkusen,Votepeace,3,2,ENDED
21/01/2023 20:00,Athletic Bilbao,Votepeace,Atletico Madrid,Mad,5,3,ENDED
