Fecha,Equipo Local,Jugador Local,Equipo Vista,Jugador Visita,Resultado Local,Resultado Visita,Estado
27/12/2022 23:45,AC Milan,billiot,Benfica Lisbon,Spex,0,0,ENDED
27/12/2022 23:45,Inter Milan,val,Club Brugge,Rafa,2,0,ENDED
27/12/2022 23:30,Eintracht Frankfurt,aibothard,Club Brugge,Rafa,4,5,ENDED
27/12/2022 23:30,Inter Milan,val,AC Milan,billiot,1,0,ENDED
27/12/2022 23:15,Benfica Lisbon,Spex,Club Brugge,Rafa,0,0,ENDED
27/12/2022 23:15,Inter Milan,val,Eintracht Frankfurt,aibothard,3,1,ENDED
27/12/2022 23:00,Club Brugge,Rafa,AC Milan,billiot,2,3,ENDED
27/12/2022 23:00,Benfica Lisbon,Spex,Eintracht Frankfurt,aibothard,3,1,ENDED
27/12/2022 22:30,Borussia Dortmund,Danny,Eintracht Frankfurt,Ray,1,2,ENDED
27/12/2022 22:30,Bayern München,Pipis,Leipzig,Tyson,3,1,ENDED
27/12/2022 22:15,Bayern München,Pipis,Eintracht Frankfurt,Ray,2,1,ENDED
27/12/2022 22:15,S.C Freiburg,Krouks,Leipzig,Tyson,3,5,ENDED
27/12/2022 22:00,S.C Freiburg,Krouks,Borussia Dortmund,Danny,3,4,ENDED
27/12/2022 22:00,Eintracht Frankfurt,Ray,Leipzig,Tyson,1,3,ENDED
27/12/2022 21:45,S.C Freiburg,Krouks,Bayern München,Pipis,5,2,ENDED
27/12/2022 21:45,Borussia Dortmund,Danny,Leipzig,Tyson,2,4,ENDED
27/12/2022 21:30,Eintracht Frankfurt,Ray,S.C Freiburg,Krouks,1,5,ENDED
27/12/2022 21:30,Borussia Dortmund,Danny,Bayern München,Pipis,1,2,ENDED
27/12/2022 21:15,Eintracht Frankfurt,Ray,Borussia Dortmund,Danny,2,2,ENDED
27/12/2022 21:15,Leipzig,Tyson,Bayern München,Pipis,0,1,ENDED
27/12/2022 21:00,Eintracht Frankfurt,Ray,Bayern München,Pipis,2,2,ENDED
27/12/2022 21:00,Leipzig,Tyson,S.C Freiburg,Krouks,1,3,ENDED
27/12/2022 20:45,Borussia Dortmund,Danny,S.C Freiburg,Krouks,2,2,ENDED
27/12/2022 20:45,Leipzig,Tyson,Eintracht Frankfurt,Ray,2,1,ENDED
27/12/2022 20:30,Bayern München,Pipis,S.C Freiburg,Krouks,0,4,ENDED
27/12/2022 20:30,Leipzig,Tyson,Borussia Dortmund,Danny,2,1,ENDED
27/12/2022 20:15,S.C Freiburg,Krouks,Eintracht Frankfurt,Ray,3,3,ENDED
27/12/2022 20:15,Bayern München,Pipis,Borussia Dortmund,Danny,2,1,ENDED
27/12/2022 20:00,Trabzonspor,Danny,Adana,Ray,3,2,ENDED
27/12/2022 20:00,Besiktas,Pipis,Galatasaray,Tyson,2,4,ENDED
27/12/2022 19:45,Besiktas,Pipis,Adana,Ray,0,2,ENDED
27/12/2022 19:45,Fenerbahce Istanbul,Krouks,Galatasaray,Tyson,3,5,ENDED
