Fecha,Equipo Local,Jugador Local,Equipo Vista,Jugador Visita,Resultado Local,Resultado Visita,Estado
12/04/2023 23:45,Tottenham,Mars,Arsenal,Rocky,2,0,ENDED
12/04/2023 23:45,Manchester City,Cantona,Manchester United,Nazario,2,4,ENDED
12/04/2023 23:30,Tottenham,Mars,Newcastle Utd,Nasmi,2,1,ENDED
12/04/2023 23:30,Arsenal,Rocky,Manchester United,Nazario,0,6,ENDED
12/04/2023 23:15,Manchester City,Cantona,Tottenham,Mars,1,2,ENDED
12/04/2023 23:15,Arsenal,Rocky,Newcastle Utd,Nasmi,2,3,ENDED
12/04/2023 23:00,Manchester City,Cantona,Arsenal,Rocky,6,1,ENDED
12/04/2023 23:00,Manchester United,Nazario,Newcastle Utd,Nasmi,4,2,ENDED
12/04/2023 22:45,Manchester City,Cantona,Newcastle Utd,Nasmi,3,2,ENDED
12/04/2023 22:45,Manchester United,Nazario,Tottenham,Mars,2,2,ENDED
12/04/2023 22:30,Arsenal,Rocky,Tottenham,Mars,1,4,ENDED
12/04/2023 22:30,Manchester United,Nazario,Manchester City,Cantona,4,4,ENDED
12/04/2023 22:15,Newcastle Utd,Nasmi,Tottenham,Mars,2,0,ENDED
12/04/2023 22:15,Manchester United,Nazario,Arsenal,Rocky,2,1,ENDED
12/04/2023 22:00,Tottenham,Mars,Manchester City,Cantona,5,2,ENDED
12/04/2023 22:00,Newcastle Utd,Nasmi,Arsenal,Rocky,7,1,ENDED
12/04/2023 21:30,Lazio,tommy,Inter Milan,Lio,2,1,ENDED
12/04/2023 21:30,SSC Napoli,Spex,AC Milan,Nero,2,2,ENDED
12/04/2023 21:15,SSC Napoli,Spex,Inter Milan,Lio,4,3,ENDED
12/04/2023 21:15,Roma,Rafa,AC Milan,Nero,1,3,ENDED
12/04/2023 21:00,Roma,Rafa,Lazio,tommy,2,3,ENDED
12/04/2023 21:00,Inter Milan,Lio,AC Milan,Nero,4,3,ENDED
12/04/2023 20:45,Roma,Rafa,SSC Napoli,Spex,2,2,ENDED
