Fecha,Equipo Local,Jugador Local,Equipo Vista,Jugador Visita,Resultado Local,Resultado Visita,Estado
02/01/2023 23:45,Tottenham,Pipis,Borussia Dortmund,Gorilla,1,1,ENDED
02/01/2023 23:45,Chelsea,JohnyBeGood,Leipzig,General,1,1,ENDED
02/01/2023 23:30,FC Porto,tommy,Leipzig,General,2,1,ENDED
02/01/2023 23:30,Chelsea,JohnyBeGood,Tottenham,Pipis,0,0,ENDED
02/01/2023 23:15,Borussia Dortmund,Gorilla,Leipzig,General,3,3,ENDED
02/01/2023 23:15,Chelsea,JohnyBeGood,FC Porto,tommy,1,1,ENDED
02/01/2023 23:00,Leipzig,General,Tottenham,Pipis,2,1,ENDED
02/01/2023 23:00,Borussia Dortmund,Gorilla,FC Porto,tommy,0,2,ENDED
02/01/2023 22:30,Trabzonspor,Nio,Adana,Mars,4,2,ENDED
02/01/2023 22:30,Besiktas,Carnage,Galatasaray,Nero,4,4,ENDED
02/01/2023 22:15,Besiktas,Carnage,Adana,Mars,2,4,ENDED
02/01/2023 22:15,Fenerbahce Istanbul,Nasmi,Galatasaray,Nero,0,2,ENDED
02/01/2023 22:00,Fenerbahce Istanbul,Nasmi,Trabzonspor,Nio,2,1,ENDED
02/01/2023 22:00,Adana,Mars,Galatasaray,Nero,1,1,ENDED
02/01/2023 21:45,Fenerbahce Istanbul,Nasmi,Besiktas,Carnage,2,2,ENDED
02/01/2023 21:45,Trabzonspor,Nio,Galatasaray,Nero,2,4,ENDED
02/01/2023 21:30,Adana,Mars,Fenerbahce Istanbul,Nasmi,1,3,ENDED
02/01/2023 21:30,Trabzonspor,Nio,Besiktas,Carnage,4,2,ENDED
02/01/2023 21:15,Adana,Mars,Trabzonspor,Nio,3,0,ENDED
02/01/2023 21:15,Galatasaray,Nero,Besiktas,Carnage,5,6,ENDED
02/01/2023 21:00,Adana,Mars,Besiktas,Carnage,1,3,ENDED
02/01/2023 21:00,Galatasaray,Nero,Fenerbahce Istanbul,Nasmi,1,1,ENDED
02/01/2023 20:45,Trabzonspor,Nio,Fenerbahce Istanbul,Nasmi,2,1,ENDED
02/01/2023 20:45,Galatasaray,Nero,Adana,Mars,3,3,ENDED
02/01/2023 20:30,Besiktas,Carnage,Fenerbahce Istanbul,Nasmi,3,0,ENDED
02/01/2023 20:30,Galatasaray,Nero,Trabzonspor,Nio,2,0,ENDED
02/01/2023 20:15,Fenerbahce Istanbul,Nasmi,Adana,Mars,0,2,ENDED
02/01/2023 20:15,Besiktas,Carnage,Trabzonspor,Nio,3,1,ENDED
02/01/2023 20:00,Borussia Dortmund,Nio,Eintracht Frankfurt,Mars,4,2,ENDED
02/01/2023 20:00,Bayern München,Carnage,Leipzig,Nero,2,2,ENDED
02/01/2023 19:45,Bayern München,Carnage,Eintracht Frankfurt,Mars,2,3,ENDED
02/01/2023 19:45,S.C Freiburg,Nasmi,Leipzig,Nero,1,0,ENDED
02/01/2023 19:30,S.C Freiburg,Nasmi,Borussia Dortmund,Nio,2,3,ENDED
02/01/2023 19:30,Eintracht Frankfurt,Mars,Leipzig,Nero,0,2,ENDED
02/01/2023 19:15,S.C Freiburg,Nasmi,Bayern München,Carnage,1,2,ENDED
02/01/2023 19:15,Borussia Dortmund,Nio,Leipzig,Nero,2,2,ENDED
02/01/2023 19:00,Eintracht Frankfurt,Mars,S.C Freiburg,Nasmi,1,0,ENDED
02/01/2023 19:00,Borussia Dortmund,Nio,Bayern München,Carnage,1,2,ENDED
02/01/2023 18:30,Eintracht Frankfurt,Mars,Borussia Dortmund,Nio,1,3,ENDED
02/01/2023 18:30,Leipzig,Nero,Bayern München,Carnage,2,0,ENDED
02/01/2023 18:15,Eintracht Frankfurt,Mars,Bayern München,Carnage,0,4,ENDED
02/01/2023 18:15,Leipzig,Nero,S.C Freiburg,Nasmi,0,1,ENDED
02/01/2023 18:00,Borussia Dortmund,Nio,S.C Freiburg,Nasmi,3,0,ENDED
02/01/2023 18:00,Leipzig,Nero,Eintracht Frankfurt,Mars,4,3,ENDED
02/01/2023 17:45,Bayern München,Carnage,S.C Freiburg,Nasmi,1,1,ENDED
02/01/2023 17:45,Leipzig,Nero,Borussia Dortmund,Nio,6,2,ENDED
02/01/2023 17:30,S.C Freiburg,Nasmi,Eintracht Frankfurt,Mars,2,1,ENDED
02/01/2023 17:30,Bayern München,Carnage,Borussia Dortmund,Nio,1,2,ENDED
02/01/2023 17:15,Bayern München,Nio,Real Madrid,Mars,2,3,ENDED
02/01/2023 17:15,SSC Napoli,Carnage,Manchester City,Nero,1,1,ENDED
02/01/2023 17:00,SSC Napoli,Carnage,Real Madrid,Mars,2,1,ENDED
02/01/2023 17:00,PSG,Nasmi,Manchester City,Nero,3,2,ENDED
02/01/2023 16:45,PSG,Nasmi,Bayern München,Nio,3,1,ENDED
02/01/2023 16:45,Real Madrid,Mars,Manchester City,Nero,1,3,ENDED
02/01/2023 16:30,PSG,Nasmi,SSC Napoli,Carnage,3,3,ENDED
02/01/2023 16:30,Bayern München,Nio,Manchester City,Nero,0,2,ENDED
02/01/2023 16:15,Real Madrid,Mars,PSG,Nasmi,3,3,ENDED
02/01/2023 16:15,Bayern München,Nio,SSC Napoli,Carnage,2,3,ENDED
02/01/2023 16:00,Real Madrid,Mars,Bayern München,Nio,1,1,ENDED
02/01/2023 16:00,Manchester City,Nero,SSC Napoli,Carnage,1,2,ENDED
02/01/2023 15:45,Real Madrid,Mars,SSC Napoli,Carnage,0,2,ENDED
02/01/2023 15:45,Manchester City,Nero,PSG,Nasmi,3,1,ENDED
02/01/2023 15:30,Bayern München,Nio,PSG,Nasmi,4,2,ENDED
02/01/2023 15:30,Manchester City,Nero,Real Madrid,Mars,1,1,ENDED
02/01/2023 15:15,SSC Napoli,Carnage,PSG,Nasmi,4,2,ENDED
02/01/2023 15:15,Manchester City,Nero,Bayern München,Nio,1,3,ENDED
